configuration,num_cells,cms_width,cms_depth,size_cms,time_cms,error_cms,Act_jaccard_similarity
4,300,25,12,1181,0.000072,0.348760383278776,0.3434540202861557
4,300,30,10,1150,0.000158,0.33642771603960697,0.3434540202861557
4,300,50,6,1069,0.000069,0.2542878378876253,0.3434540202861557
4,300,60,5,991,0.000068,0.23065503398912446,0.3434540202861557
4,300,75,4,863,0.000068,0.1996367906080655,0.3434540202861557
4,300,100,3,786,0.000068,0.17942727111717938,0.3434540202861557
4,300,150,2,577,0.000068,0.12605369462934762,0.3434540202861557
4,300,300,1,360,0.000069,0.08962135947881994,0.3434540202861557
5,400,1,400,1600,0.000097,0.6565459797138443,0.3434540202861557
5,400,2,200,1600,0.000089,0.5803295232846559,0.3434540202861557
5,400,4,100,1600,0.000181,0.5289036150010452,0.3434540202861557
5,400,5,80,1600,0.000092,0.512789221828291,0.3434540202861557
5,400,8,50,1600,0.000092,0.473145704680646,0.3434540202861557
5,400,10,40,1600,0.000092,0.45059780090069934,0.3434540202861557
5,400,16,25,1600,0.000098,0.408012833203642,0.3434540202861557
5,400,20,20,1597,0.000092,0.36713925622697097,0.3434540202861557
5,400,25,16,1581,0.000113,0.34817295482049615,0.3434540202861557
5,400,40,10,1496,0.000086,0.28387203889969315,0.3434540202861557
5,400,50,8,1426,0.000091,0.2631975170785341,0.3434540202861557
5,400,80,5,1174,0.000091,0.17954323831877883,0.3434540202861557
5,400,100,4,1042,0.000091,0.1681189603468155,0.3434540202861557
5,400,200,2,663,0.000090,0.11109143425929885,0.3434540202861557
5,400,400,1,395,0.000090,0.07027327171921649,0.3434540202861557
6,500,1,500,2000,0.000118,0.6565459797138443,0.3434540202861557
6,500,2,250,2000,0.000114,0.579406950712486,0.3434540202861557
6,500,4,125,2000,0.000113,0.5287465717785595,0.3434540202861557
6,500,5,100,2000,0.000151,0.5109596697374695,0.3434540202861557
6,500,10,50,2000,0.000117,0.4468575297297781,0.3434540202861557
6,500,20,25,1997,0.000124,0.3649781173724722,0.3434540202861557
6,500,25,20,1969,0.000110,0.3456852365770282,0.3434540202861557
6,500,50,10,1764,0.000110,0.2572502896101987,0.3434540202861557
6,500,100,5,1318,0.000113,0.15775445253446496,0.3434540202861557
6,500,125,4,1156,0.000279,0.13035817919432552,0.3434540202861557
6,500,250,2,714,0.000111,0.05426769332066522,0.3434540202861557
6,500,500,1,419,0.000112,0.03376674820303316,0.3434540202861557
7,600,1,600,2400,0.000141,0.6565459797138443,0.3434540202861557
7,600,2,300,2400,0.000137,0.5823962506328312,0.3434540202861557
7,600,3,200,2400,0.000135,0.5502603157468252,0.3434540202861557
7,600,4,150,2400,0.000135,0.5308993278087516,0.3434540202861557
7,600,5,120,2400,0.000137,0.5126083434092645,0.3434540202861557
7,600,6,100,2400,0.000138,0.4902576688923782,0.3434540202861557
7,600,8,75,2400,0.000138,0.46930052066396943,0.3434540202861557
7,600,10,60,2400,0.000158,0.4461056883735237,0.3434540202861557
7,600,12,50,2400,0.000134,0.4256465159282169,0.3434540202861557
7,600,15,40,2393,0.000145,0.4059369729743155,0.3434540202861557
7,600,20,30,2397,0.000138,0.3667223844099887,0.3434540202861557
7,600,24,25,2362,0.000137,0.34936099566016177,0.3434540202861557
7,600,25,24,2362,0.000135,0.34832499108048454,0.3434540202861557
7,600,30,20,2319,0.000137,0.3250688781049711,0.3434540202861557
7,600,40,15,2265,0.000136,0.2776681204596686,0.3434540202861557
7,600,50,12,2114,0.000135,0.2531930209272961,0.3434540202861557
7,600,60,10,1982,0.000135,0.2224837023706142,0.3434540202861557
7,600,75,8,1777,0.000135,0.20986863395392974,0.3434540202861557
7,600,100,6,1587,0.000133,0.15587128332721828,0.3434540202861557
7,600,120,5,1420,0.000134,0.131428726535472,0.3434540202861557
7,600,150,4,1157,0.000141,0.12984248063465464,0.3434540202861557
7,600,200,3,990,0.000136,0.10620651753790383,0.3434540202861557
7,600,300,2,730,0.000136,0.0657409770716037,0.3434540202861557
7,600,600,1,420,0.000136,0.08064167894483265,0.3434540202861557
8,700,1,700,2800,0.000166,0.6565459797138443,0.3434540202861557
8,700,2,350,2800,0.000167,0.5823714366503238,0.3434540202861557
8,700,4,175,2800,0.000162,0.5281416808189414,0.3434540202861557
8,700,5,140,2800,0.000157,0.5118237147907854,0.3434540202861557
8,700,7,100,2800,0.000424,0.48538326897463746,0.3434540202861557
8,700,10,70,2800,0.000158,0.44748459785119143,0.3434540202861557
8,700,14,50,2800,0.000285,0.41382374558118395,0.3434540202861557
8,700,20,35,2797,0.000157,0.36545108421339145,0.3434540202861557
8,700,25,28,2758,0.000157,0.34628054051864077,0.3434540202861557
8,700,28,25,2723,0.000194,0.3284624641416142,0.3434540202861557
8,700,35,20,2661,0.000159,0.30051896923762644,0.3434540202861557
8,700,50,14,2479,0.000169,0.2516240246038979,0.3434540202861557
8,700,70,10,2134,0.000160,0.20233216656847863,0.3434540202861557
8,700,100,7,1843,0.000156,0.1586757851880345,0.3434540202861557
8,700,140,5,1498,0.000155,0.10883115042996616,0.3434540202861557
8,700,175,4,1281,0.000154,0.08726348454251592,0.3434540202861557
8,700,350,2,774,0.000156,0.04245132237894028,0.3434540202861557
8,700,700,1,456,0.000154,0.017367916163459896,0.3434540202861557
9,800,1,800,3200,0.000190,0.6565459797138443,0.3434540202861557
9,800,2,400,3200,0.000190,0.5821576743387881,0.3434540202861557
9,800,4,200,3200,0.000266,0.5299524133662188,0.3434540202861557
9,800,5,160,3200,0.000183,0.5123736846697162,0.3434540202861557
9,800,8,100,3200,0.000184,0.4697365786832268,0.3434540202861557
9,800,10,80,3200,0.000236,0.4484017711597488,0.3434540202861557
9,800,16,50,3200,0.000180,0.39247325130487376,0.3434540202861557
9,800,20,40,3197,0.000188,0.366726040296973,0.3434540202861557
9,800,25,32,3158,0.000308,0.3431177064470603,0.3434540202861557
9,800,32,25,3088,0.000178,0.31504729158838196,0.3434540202861557
9,800,40,20,3014,0.000182,0.2712527287843788,0.3434540202861557
9,800,50,16,2852,0.000180,0.25004450572770776,0.3434540202861557
9,800,80,10,2344,0.000178,0.20296563161478065,0.3434540202861557
9,800,100,8,2108,0.000178,0.15992388193790397,0.3434540202861557
9,800,160,5,1561,0.000178,0.1125315363371226,0.3434540202861557
9,800,200,4,1329,0.000177,0.10126732908358466,0.3434540202861557
9,800,400,2,794,0.000178,0.058873843968507034,0.3434540202861557
9,800,800,1,465,0.000192,0.042643422364062655,0.3434540202861557
10,900,1,900,3600,0.000209,0.6565459797138443,0.3434540202861557
10,900,2,450,3600,0.000216,0.5826754888097769,0.3434540202861557
10,900,3,300,3600,0.000202,0.5501076176699087,0.3434540202861557
10,900,4,225,3600,0.000205,0.5295761762904446,0.3434540202861557
10,900,5,180,3600,0.000201,0.5158801211688869,0.3434540202861557
10,900,6,150,3600,0.000213,0.49598389653814057,0.3434540202861557
10,900,9,100,3600,0.000225,0.45793394914429053,0.3434540202861557
10,900,10,90,3600,0.000214,0.44859109146279075,0.3434540202861557
10,900,12,75,3600,0.000215,0.42288312637281755,0.3434540202861557
10,900,15,60,3593,0.000746,0.40905901037844106,0.3434540202861557
10,900,18,50,3581,0.000676,0.37628671160110505,0.3434540202861557
10,900,20,45,3593,0.000221,0.36628216742008124,0.3434540202861557
10,900,25,36,3554,0.000216,0.3405871170965169,0.3434540202861557
10,900,30,30,3480,0.000217,0.3199274679412618,0.3434540202861557
10,900,36,25,3422,0.000214,0.28837313658138886,0.3434540202861557
10,900,45,20,3213,0.000214,0.25705814360628987,0.3434540202861557
10,900,50,18,3197,0.000214,0.2518522342006432,0.3434540202861557
10,900,60,15,2977,0.000214,0.21724954488102166,0.3434540202861557
10,900,75,12,2670,0.000262,0.21072867388954464,0.3434540202861557
10,900,90,10,2415,0.000219,0.1706078291403934,0.3434540202861557
10,900,100,9,2364,0.000213,0.16065721709602232,0.3434540202861557
10,900,150,6,1775,0.000212,0.12067482305205807,0.3434540202861557
10,900,180,5,1613,0.000213,0.09566408813700261,0.3434540202861557
10,900,225,4,1314,0.000202,0.11273295412135825,0.3434540202861557
10,900,300,3,1089,0.000211,0.07167369499014803,0.3434540202861557
10,900,450,2,799,0.000304,0.052950238746834355,0.3434540202861557
10,900,900,1,473,0.000226,0.03367191788088969,0.3434540202861557
11,1000,1,1000,4000,0.000233,0.6565459797138443,0.3434540202861557
11,1000,2,500,4000,0.000281,0.5838091407530631,0.3434540202861557
11,1000,4,250,4000,0.000237,0.5296934368787083,0.3434540202861557
11,1000,5,200,4000,0.000239,0.5154098792757101,0.3434540202861557
11,1000,8,125,4000,0.000237,0.4718352170091795,0.3434540202861557
11,1000,10,100,4000,0.000237,0.4443897150200036,0.3434540202861557
11,1000,20,50,3989,0.000239,0.3625677246670055,0.3434540202861557
11,1000,25,40,3946,0.000236,0.3407990555810241,0.3434540202861557
11,1000,40,25,3776,0.000237,0.2717208708510567,0.3434540202861557
11,1000,50,20,3547,0.000236,0.24546801528186413,0.3434540202861557
11,1000,100,10,2613,0.000248,0.15797984905906903,0.3434540202861557
11,1000,125,8,2261,0.000236,0.13754750699666934,0.3434540202861557
11,1000,200,5,1672,0.000233,0.09264667909488494,0.3434540202861557
11,1000,250,4,1427,0.000228,0.062422543751521786,0.3434540202861557
11,1000,500,2,835,0.000233,0.030078017348622144,0.3434540202861557
11,1000,1000,1,497,0.000350,0.015703302173919076,0.3434540202861557
12,1100,1,1100,4400,0.000256,0.6565459797138443,0.3434540202861557
12,1100,2,550,4400,0.000253,0.5836995738552974,0.3434540202861557
12,1100,4,275,4400,0.000251,0.5298385161417207,0.3434540202861557
12,1100,5,220,4400,0.000259,0.5153629187746432,0.3434540202861557
12,1100,10,110,4400,0.000261,0.4465696893915262,0.3434540202861557
12,1100,11,100,4400,0.000262,0.4349133850846917,0.3434540202861557
12,1100,20,55,4385,0.000263,0.3651511365948633,0.3434540202861557
12,1100,22,50,4358,0.000268,0.3534630208335381,0.3434540202861557
12,1100,25,44,4331,0.000366,0.34029246871974506,0.3434540202861557
12,1100,44,25,3997,0.000309,0.2572835996090921,0.3434540202861557
12,1100,50,22,3912,0.000268,0.24540662219131137,0.3434540202861557
12,1100,55,20,3765,0.000290,0.2203409974629178,0.3434540202861557
12,1100,100,11,2878,0.000258,0.15513254011710031,0.3434540202861557
12,1100,110,10,2765,0.000260,0.1402805396010805,0.3434540202861557
12,1100,220,5,1723,0.000261,0.07229476924862926,0.3434540202861557
12,1100,275,4,1417,0.000248,0.0749605468314486,0.3434540202861557
12,1100,550,2,832,0.000247,0.04886732748090894,0.3434540202861557
12,1100,1100,1,510,0.000255,0.03253497180190762,0.3434540202861557
13,1200,1,1200,4800,0.000281,0.6565459797138443,0.3434540202861557
13,1200,2,600,4800,0.000277,0.5832468913484365,0.3434540202861557
13,1200,3,400,4800,0.000276,0.5525807074859181,0.3434540202861557
13,1200,4,300,4800,0.000284,0.5294851613205827,0.3434540202861557
13,1200,5,240,4800,0.000284,0.5163169256747124,0.3434540202861557
13,1200,6,200,4800,0.000288,0.49692104815279214,0.3434540202861557
13,1200,8,150,4800,0.000282,0.4734438567292383,0.3434540202861557
13,1200,10,120,4800,0.000285,0.4453627445045639,0.3434540202861557
13,1200,12,100,4800,0.000284,0.42418614474073013,0.3434540202861557
13,1200,15,80,4793,0.000284,0.40794381411042213,0.3434540202861557
13,1200,16,75,4800,0.000286,0.39048966122306894,0.3434540202861557
13,1200,20,60,4785,0.000343,0.3633728605303903,0.3434540202861557
13,1200,24,50,4715,0.000290,0.34271316993542356,0.3434540202861557
13,1200,25,48,4731,0.000285,0.34072695899490957,0.3434540202861557
13,1200,30,40,4642,0.000284,0.3139106869610858,0.3434540202861557
13,1200,40,30,4490,0.000283,0.2753281698721882,0.3434540202861557
13,1200,48,25,4211,0.000282,0.25429124160027017,0.3434540202861557
13,1200,50,24,4262,0.000285,0.2454343536852046,0.3434540202861557
13,1200,60,20,3960,0.000285,0.21264530553381145,0.3434540202861557
13,1200,75,16,3630,0.000286,0.1939874848690779,0.3434540202861557
13,1200,80,15,3549,0.000288,0.19377773277293553,0.3434540202861557
13,1200,100,12,3146,0.000283,0.15254418451599855,0.3434540202861557
13,1200,120,10,2844,0.000281,0.1292349625275639,0.3434540202861557
13,1200,150,8,2417,0.000280,0.11904209495853818,0.3434540202861557
13,1200,200,6,2026,0.000282,0.08538956896894051,0.3434540202861557
13,1200,240,5,1743,0.000292,0.07211440121349749,0.3434540202861557
13,1200,300,4,1449,0.000307,0.06646120856070992,0.3434540202861557
13,1200,400,3,1181,0.000302,0.05576707996803615,0.3434540202861557
13,1200,600,2,863,0.000278,0.03914595897484463,0.3434540202861557
13,1200,1200,1,515,0.000282,0.05436538144714037,0.3434540202861557
14,1300,1,1300,5200,0.000437,0.6565459797138443,0.3434540202861557
14,1300,2,650,5200,0.000304,0.5830127433460047,0.3434540202861557
14,1300,4,325,5200,0.000297,0.5286253558793937,0.3434540202861557
14,1300,5,260,5200,0.000312,0.5166410734984082,0.3434540202861557
14,1300,10,130,5200,0.000294,0.4444029924110673,0.3434540202861557
14,1300,13,100,5200,0.000309,0.41697918711752224,0.3434540202861557
14,1300,20,65,5185,0.000292,0.3632568983313035,0.3434540202861557
14,1300,25,52,5123,0.000308,0.34054106374357973,0.3434540202861557
14,1300,26,50,5092,0.000295,0.33212112088104995,0.3434540202861557
14,1300,50,26,4615,0.000309,0.24400262993608823,0.3434540202861557
14,1300,52,25,4507,0.000291,0.2355016584279428,0.3434540202861557
14,1300,65,20,4131,0.000310,0.22030431650047733,0.3434540202861557
14,1300,100,13,3418,0.000297,0.15554568567928662,0.3434540202861557
14,1300,130,10,2860,0.000304,0.1341855981872948,0.3434540202861557
14,1300,260,5,1779,0.000292,0.07829302247999537,0.3434540202861557
14,1300,325,4,1527,0.000291,0.04843128836441152,0.3434540202861557
14,1300,650,2,880,0.000301,0.03083306828664717,0.3434540202861557
14,1300,1300,1,539,0.000305,0.017553125001357084,0.3434540202861557
15,1400,1,1400,5600,0.000321,0.6565459797138443,0.3434540202861557
15,1400,2,700,5600,0.000330,0.5835348490132091,0.3434540202861557
15,1400,4,350,5600,0.000315,0.5278544895160256,0.3434540202861557
15,1400,5,280,5600,0.000330,0.514934146559934,0.3434540202861557
15,1400,7,200,5600,0.000318,0.48393117423899823,0.3434540202861557
15,1400,8,175,5600,0.000330,0.47044417130917293,0.3434540202861557
15,1400,10,140,5600,0.000321,0.44145204903194646,0.3434540202861557
15,1400,14,100,5600,0.000331,0.4099967708708413,0.3434540202861557
15,1400,20,70,5585,0.000320,0.36303894164929984,0.3434540202861557
15,1400,25,56,5515,0.000335,0.3415141082408061,0.3434540202861557
15,1400,28,50,5445,0.000316,0.32183600662493117,0.3434540202861557
15,1400,35,40,5302,0.000329,0.2991384012030597,0.3434540202861557
15,1400,40,35,5209,0.000315,0.27516659122871134,0.3434540202861557
15,1400,50,28,4988,0.000330,0.24228789455384014,0.3434540202861557
15,1400,56,25,4752,0.000318,0.23358430174506972,0.3434540202861557
15,1400,70,20,4314,0.000331,0.20752872115338894,0.3434540202861557
15,1400,100,14,3686,0.000318,0.1580635850077664,0.3434540202861557
15,1400,140,10,2996,0.000331,0.10905264308816254,0.3434540202861557
15,1400,175,8,2508,0.000314,0.1025599518238498,0.3434540202861557
15,1400,200,7,2361,0.000336,0.085992579673003,0.3434540202861557
15,1400,280,5,1853,0.000315,0.05006056284395677,0.3434540202861557
15,1400,350,4,1539,0.000318,0.04676233213368963,0.3434540202861557
15,1400,700,2,916,0.000316,0.013121981884365919,0.3434540202861557
15,1400,1400,1,551,0.000327,0.008902460882280305,0.3434540202861557
16,1500,1,1500,6000,0.000346,0.6565459797138443,0.3434540202861557
16,1500,2,750,6000,0.000350,0.583918967761305,0.3434540202861557
16,1500,3,500,6000,0.000346,0.5522148124349082,0.3434540202861557
16,1500,4,375,6000,0.000357,0.528957370965439,0.3434540202861557
16,1500,5,300,6000,0.000339,0.5151035531810764,0.3434540202861557
16,1500,6,250,6000,0.000357,0.4955351241609246,0.3434540202861557
16,1500,10,150,6000,0.000367,0.444115933284694,0.3434540202861557
16,1500,12,125,6000,0.000354,0.42691997476104604,0.3434540202861557
16,1500,15,100,5993,0.000342,0.40520279269936976,0.3434540202861557
16,1500,20,75,5981,0.000355,0.36199260776161957,0.3434540202861557
16,1500,25,60,5904,0.000341,0.34085815574692424,0.3434540202861557
16,1500,30,50,5799,0.000360,0.31432419219790897,0.3434540202861557
16,1500,50,30,5342,0.000371,0.24217384870926983,0.3434540202861557
16,1500,60,25,4958,0.000352,0.21447928770479585,0.3434540202861557
16,1500,75,20,4509,0.000342,0.19208998456616333,0.3434540202861557
16,1500,100,15,3947,0.000353,0.15971767198453546,0.3434540202861557
16,1500,125,12,3412,0.000341,0.1344694971718159,0.3434540202861557
16,1500,150,10,3013,0.000350,0.12226286184089263,0.3434540202861557
16,1500,250,6,2137,0.000335,0.06146788947102699,0.3434540202861557
16,1500,300,5,1835,0.000350,0.06307508783373689,0.3434540202861557
16,1500,375,4,1544,0.000335,0.050978707049954886,0.3434540202861557
16,1500,500,3,1254,0.000334,0.03108493643877619,0.3434540202861557
16,1500,750,2,909,0.000338,0.009039639899812213,0.3434540202861557
16,1500,1500,1,568,0.000348,0.0,0.3434540202861557
17,1600,1,1600,6400,0.000365,0.6565459797138443,0.3434540202861557
17,1600,2,800,6400,0.000372,0.5843197660627721,0.3434540202861557
17,1600,4,400,6400,0.000370,0.5281904720723878,0.3434540202861557
17,1600,5,320,6400,0.000382,0.5134823770309194,0.3434540202861557
17,1600,8,200,6400,0.000467,0.4713497880796361,0.3434540202861557
17,1600,10,160,6400,0.000443,0.4427387099094324,0.3434540202861557
17,1600,16,100,6400,0.000362,0.3920002695833035,0.3434540202861557
17,1600,20,80,6373,0.000376,0.3615213108520219,0.3434540202861557
17,1600,25,64,6296,0.000365,0.34023589138589305,0.3434540202861557
17,1600,32,50,6183,0.000380,0.3042747503763631,0.3434540202861557
17,1600,40,40,5959,0.000364,0.275274670668186,0.3434540202861557
17,1600,50,32,5695,0.000377,0.24004982837046396,0.3434540202861557
17,1600,64,25,5122,0.000360,0.2181041649333838,0.3434540202861557
17,1600,80,20,4672,0.000377,0.1910649847317215,0.3434540202861557
17,1600,100,16,4223,0.000531,0.15808270870992625,0.3434540202861557
17,1600,160,10,3118,0.000376,0.12597811766413342,0.3434540202861557
17,1600,200,8,2708,0.000361,0.08786502967582488,0.3434540202861557
17,1600,320,5,1820,0.000376,0.07247518325366731,0.3434540202861557
17,1600,400,4,1584,0.000360,0.05610162079780018,0.3434540202861557
17,1600,800,2,933,0.000358,0.031919909501005206,0.3434540202861557
17,1600,1600,1,572,0.000360,0.0328190322874749,0.3434540202861557
18,1700,1,1700,6800,0.000378,0.6565459797138443,0.3434540202861557
18,1700,2,850,6800,0.000398,0.584295733302067,0.3434540202861557
18,1700,4,425,6800,0.000390,0.528755973835105,0.3434540202861557
18,1700,5,340,6800,0.000397,0.5135729287250731,0.3434540202861557
18,1700,10,170,6800,0.000389,0.4425491777101589,0.3434540202861557
18,1700,17,100,6789,0.000383,0.39044907360382985,0.3434540202861557
18,1700,20,85,6773,0.000386,0.36119797500900486,0.3434540202861557
18,1700,25,68,6696,0.000386,0.3391353858340158,0.3434540202861557
18,1700,34,50,6521,0.000386,0.29853626898327357,0.3434540202861557
18,1700,50,34,6033,0.000386,0.24070070503772245,0.3434540202861557
18,1700,68,25,5293,0.000384,0.20881073399033367,0.3434540202861557
18,1700,85,20,4751,0.000384,0.16983454492712347,0.3434540202861557
18,1700,100,17,4483,0.000388,0.15674894835077757,0.3434540202861557
18,1700,170,10,3177,0.000381,0.10412201364502655,0.3434540202861557
18,1700,340,5,1922,0.000381,0.05212200371775194,0.3434540202861557
18,1700,425,4,1623,0.000381,0.04312390539326749,0.3434540202861557
18,1700,850,2,949,0.000382,0.027723821479921362,0.3434540202861557
18,1700,1700,1,585,0.000383,0.025565077530258884,0.3434540202861557
19,1800,1,1800,7200,0.000420,0.6565459797138443,0.3434540202861557
19,1800,2,900,7200,0.000419,0.584755111562321,0.3434540202861557
19,1800,3,600,7200,0.000410,0.5514444865811934,0.3434540202861557
19,1800,4,450,7200,0.000426,0.5298892417664666,0.3434540202861557
19,1800,5,360,7200,0.000410,0.513968187260138,0.3434540202861557
19,1800,6,300,7200,0.000408,0.4968301686668637,0.3434540202861557
19,1800,8,225,7200,0.000407,0.4710657670521252,0.3434540202861557
19,1800,9,200,7200,0.000422,0.4581343501005958,0.3434540202861557
19,1800,10,180,7200,0.000410,0.4440522049525385,0.3434540202861557
19,1800,12,150,7197,0.000409,0.42905507268549126,0.3434540202861557
19,1800,15,120,7193,0.000412,0.40584134167585395,0.3434540202861557
19,1800,18,100,7181,0.000407,0.37694500906471196,0.3434540202861557
19,1800,20,90,7173,0.000406,0.3612044324521887,0.3434540202861557
19,1800,24,75,7053,0.000406,0.34031978827549736,0.3434540202861557
19,1800,25,72,7088,0.000408,0.3376636427735018,0.3434540202861557
19,1800,30,60,6972,0.000408,0.31341411234061545,0.3434540202861557
19,1800,36,50,6825,0.000405,0.2899724183541802,0.3434540202861557
19,1800,40,45,6689,0.000410,0.2717678304350408,0.3434540202861557
19,1800,45,40,6468,0.000406,0.25834319619073143,0.3434540202861557
19,1800,50,36,6379,0.000406,0.24151693291977827,0.3434540202861557
19,1800,60,30,5937,0.000403,0.21182446528734034,0.3434540202861557
19,1800,72,25,5530,0.000404,0.195376837581271,0.3434540202861557
19,1800,75,24,5391,0.000408,0.19593509879842097,0.3434540202861557
19,1800,90,20,4856,0.000410,0.16967425894653698,0.3434540202861557
19,1800,100,18,4736,0.000405,0.15805374376024095,0.3434540202861557
19,1800,120,15,4259,0.000403,0.13050843297695153,0.3434540202861557
19,1800,150,12,3628,0.000403,0.1199159989205758,0.3434540202861557
19,1800,180,10,3190,0.000406,0.10276123439235069,0.3434540202861557
19,1800,200,9,3058,0.000402,0.08752508741887183,0.3434540202861557
19,1800,225,8,2725,0.000407,0.09063609435142284,0.3434540202861557
19,1800,300,6,2202,0.000404,0.06225785563634273,0.3434540202861557
19,1800,360,5,1930,0.000405,0.04868318875716765,0.3434540202861557
19,1800,450,4,1586,0.000406,0.05914429308937247,0.3434540202861557
19,1800,600,3,1283,0.000401,0.044053784445245936,0.3434540202861557
19,1800,900,2,958,0.000404,0.02523716876431481,0.3434540202861557
19,1800,1800,1,594,0.000418,0.03367191788088969,0.3434540202861557
20,1900,1,1900,7600,0.000439,0.6565459797138443,0.3434540202861557
20,1900,2,950,7600,0.000443,0.5846613727520488,0.3434540202861557
20,1900,4,475,7600,0.000432,0.530156919077286,0.3434540202861557
20,1900,5,380,7600,0.000442,0.5144341573357768,0.3434540202861557
20,1900,10,190,7600,0.000434,0.4432904982872887,0.3434540202861557
20,1900,19,100,7577,0.000462,0.3772410372753957,0.3434540202861557
20,1900,20,95,7573,0.000490,0.360941076438266,0.3434540202861557
20,1900,25,76,7488,0.000429,0.33590172581735234,0.3434540202861557
20,1900,38,50,7139,0.000427,0.28390646609934644,0.3434540202861557
20,1900,50,38,6725,0.000428,0.2418146618966759,0.3434540202861557
20,1900,76,25,5709,0.000431,0.19200746266254454,0.3434540202861557
20,1900,95,20,5089,0.000425,0.15533009110347945,0.3434540202861557
20,1900,100,19,5004,0.000432,0.1552050742082441,0.3434540202861557
20,1900,190,10,3268,0.000673,0.08629184238675419,0.3434540202861557
20,1900,380,5,1955,0.000428,0.04810201767549305,0.3434540202861557
20,1900,475,4,1617,0.000429,0.05681203026344872,0.3434540202861557
20,1900,950,2,959,0.000429,0.03262964560073023,0.3434540202861557
20,1900,1900,1,610,0.000458,0.007623464007568581,0.3434540202861557
21,2000,1,2000,8000,0.000460,0.6565459797138443,0.3434540202861557
21,2000,2,1000,8000,0.000467,0.5844716358158639,0.3434540202861557
21,2000,4,500,8000,0.000451,0.5318530612484456,0.3434540202861557
21,2000,5,400,8000,0.000498,0.5145740545180546,0.3434540202861557
21,2000,8,250,8000,0.000455,0.47100123669877125,0.3434540202861557
21,2000,10,200,8000,0.000449,0.44448081664077765,0.3434540202861557
21,2000,16,125,7997,0.000489,0.39333250780810325,0.3434540202861557
21,2000,20,100,7973,0.000452,0.35949975303366755,0.3434540202861557
21,2000,25,80,7884,0.000458,0.33846201846518986,0.3434540202861557
21,2000,40,50,7427,0.000451,0.27017533873185406,0.3434540202861557
21,2000,50,40,7074,0.000448,0.24147018071393145,0.3434540202861557
21,2000,80,25,5861,0.000456,0.18852137006117375,0.3434540202861557
21,2000,100,20,5261,0.000454,0.15415728967445713,0.3434540202861557
21,2000,125,16,4571,0.000453,0.13466747206225604,0.3434540202861557
21,2000,200,10,3362,0.000450,0.0890773342438666,0.3434540202861557
21,2000,250,8,2831,0.000449,0.06951170646393484,0.3434540202861557
21,2000,400,5,1998,0.000449,0.04601381353349138,0.3434540202861557
21,2000,500,4,1680,0.000446,0.025026453208088162,0.3434540202861557
21,2000,1000,2,998,0.000451,0.016535099800883635,0.3434540202861557
21,2000,2000,1,634,0.000447,0.007623464007568581,0.3434540202861557
