configuration,num_cells,cms_width,cms_depth,size_cms,time_cms,error_cms,Act_jaccard_similarity
7,600,5,120,2400,0.000282,0.36320164275359607,0.28940751724582553
7,600,6,100,2400,0.000138,0.33847220197748046,0.28940751724582553
7,600,8,75,2400,0.000142,0.2835972049143504,0.28940751724582553
7,600,10,60,2400,0.000142,0.2540921624779909,0.28940751724582553
7,600,12,50,2400,0.000140,0.2349920217757539,0.28940751724582553
7,600,15,40,2393,0.000142,0.20878435244144566,0.28940751724582553
7,600,20,30,2397,0.000144,0.16804931774091159,0.28940751724582553
7,600,24,25,2362,0.000141,0.1530818732447074,0.28940751724582553
7,600,25,24,2362,0.000174,0.1583029889099602,0.28940751724582553
7,600,30,20,2319,0.000141,0.1307091453380057,0.28940751724582553
7,600,40,15,2265,0.000135,0.09815162746271766,0.28940751724582553
7,600,50,12,2114,0.000200,0.10573042701841362,0.28940751724582553
7,600,60,10,1982,0.000141,0.08883825153966429,0.28940751724582553
7,600,75,8,1777,0.000141,0.08050241117638068,0.28940751724582553
7,600,100,6,1587,0.000141,0.0512248143372378,0.28940751724582553
7,600,120,5,1420,0.000142,0.04408583528981208,0.28940751724582553
7,600,150,4,1157,0.000137,0.04510463515546226,0.28940751724582553
7,600,200,3,990,0.000142,0.025805108795384446,0.28940751724582553
7,600,300,2,730,0.000141,0.021638041587343948,0.28940751724582553
7,600,600,1,420,0.000146,0.006348880551388603,0.28940751724582553
8,700,1,700,2800,0.000168,0.7105924827541745,0.28940751724582553
8,700,2,350,2800,0.000170,0.5039426889510192,0.28940751724582553
8,700,4,175,2800,0.000176,0.38208259230841196,0.28940751724582553
8,700,5,140,2800,0.000165,0.3605377399276061,0.28940751724582553
8,700,7,100,2800,0.000165,0.30273113892546316,0.28940751724582553
8,700,10,70,2800,0.000166,0.25426859304321675,0.28940751724582553
8,700,14,50,2800,0.000165,0.21352470351688252,0.28940751724582553
8,700,20,35,2797,0.000165,0.16671130204982898,0.28940751724582553
8,700,25,28,2758,0.000163,0.1571723546285287,0.28940751724582553
8,700,28,25,2723,0.000164,0.14587282170997934,0.28940751724582553
8,700,35,20,2661,0.000163,0.12118888291216129,0.28940751724582553
8,700,50,14,2479,0.000166,0.10100558441820101,0.28940751724582553
8,700,70,10,2134,0.000165,0.0656427551192792,0.28940751724582553
8,700,100,7,1843,0.000164,0.05444627146196307,0.28940751724582553
8,700,140,5,1498,0.000165,0.03206777777353409,0.28940751724582553
8,700,175,4,1281,0.000164,0.027508265989836522,0.28940751724582553
8,700,350,2,774,0.000164,0.010982599789285008,0.28940751724582553
8,700,700,1,456,0.000395,0.004755806165589016,0.28940751724582553
9,800,1,800,3200,0.000190,0.7105924827541745,0.28940751724582553
9,800,2,400,3200,0.000199,0.5028380634126186,0.28940751724582553
9,800,4,200,3200,0.000188,0.38183836313307934,0.28940751724582553
9,800,5,160,3200,0.000188,0.36048183704935205,0.28940751724582553
9,800,8,100,3200,0.000188,0.2904524281700133,0.28940751724582553
9,800,10,80,3200,0.000187,0.2554443604250785,0.28940751724582553
9,800,16,50,3200,0.000187,0.19879180621876202,0.28940751724582553
9,800,20,40,3197,0.000187,0.1687621517314325,0.28940751724582553
9,800,25,32,3158,0.000189,0.15605452243662454,0.28940751724582553
9,800,32,25,3088,0.000186,0.1310833475774228,0.28940751724582553
9,800,40,20,3014,0.000180,0.09447440994814627,0.28940751724582553
9,800,50,16,2852,0.000185,0.09924028695483406,0.28940751724582553
9,800,80,10,2344,0.000188,0.05892829927263654,0.28940751724582553
9,800,100,8,2108,0.000190,0.05916468193828828,0.28940751724582553
9,800,160,5,1561,0.000188,0.03318635385417579,0.28940751724582553
9,800,200,4,1329,0.000189,0.0214876602985401,0.28940751724582553
9,800,400,2,794,0.000189,0.01254867192840875,0.28940751724582553
9,800,800,1,465,0.000189,0.013693864041638637,0.28940751724582553
10,900,1,900,3600,0.000221,0.7105924827541745,0.28940751724582553
10,900,2,450,3600,0.000213,0.503902003593826,0.28940751724582553
10,900,3,300,3600,0.000232,0.4367680946546593,0.28940751724582553
10,900,4,225,3600,0.000213,0.38249219552180386,0.28940751724582553
10,900,5,180,3600,0.000212,0.35984351662841635,0.28940751724582553
10,900,6,150,3600,0.000232,0.3365981672700475,0.28940751724582553
10,900,9,100,3600,0.000219,0.27156200092190846,0.28940751724582553
10,900,10,90,3600,0.000211,0.25817151030709956,0.28940751724582553
10,900,12,75,3600,0.000213,0.23673686211703976,0.28940751724582553
10,900,15,60,3593,0.000210,0.2083757634986726,0.28940751724582553
10,900,18,50,3581,0.000212,0.1861476972925249,0.28940751724582553
10,900,20,45,3593,0.000211,0.16866795274050095,0.28940751724582553
10,900,25,36,3554,0.000209,0.15624208138562617,0.28940751724582553
10,900,30,30,3480,0.000210,0.13363437710754422,0.28940751724582553
10,900,36,25,3422,0.000209,0.11981329638190341,0.28940751724582553
10,900,45,20,3213,0.000211,0.09999274812962516,0.28940751724582553
10,900,50,18,3197,0.000211,0.09821259862045417,0.28940751724582553
10,900,60,15,2977,0.000212,0.08341427218161629,0.28940751724582553
10,900,75,12,2670,0.000212,0.08040858494245567,0.28940751724582553
10,900,90,10,2415,0.000213,0.05975600137263104,0.28940751724582553
10,900,100,9,2364,0.000212,0.06054523440786658,0.28940751724582553
10,900,150,6,1775,0.000213,0.04328908326726266,0.28940751724582553
10,900,180,5,1613,0.000209,0.02835860562268777,0.28940751724582553
10,900,225,4,1314,0.000210,0.03354067279568196,0.28940751724582553
10,900,300,3,1089,0.000216,0.022498025555092782,0.28940751724582553
10,900,450,2,799,0.000219,0.00937811818504658,0.28940751724582553
10,900,900,1,473,0.000217,0.005342272357333644,0.28940751724582553
11,1000,1,1000,4000,0.000238,0.7105924827541745,0.28940751724582553
11,1000,2,500,4000,0.000242,0.5024884897110315,0.28940751724582553
11,1000,4,250,4000,0.000236,0.38647033271014913,0.28940751724582553
11,1000,5,200,4000,0.000234,0.3607779223429483,0.28940751724582553
11,1000,8,125,4000,0.000317,0.29231736005977577,0.28940751724582553
11,1000,10,100,4000,0.000233,0.2593844637288138,0.28940751724582553
11,1000,20,50,3989,0.000235,0.16766211174053486,0.28940751724582553
11,1000,25,40,3946,0.000371,0.15693585551844402,0.28940751724582553
11,1000,40,25,3776,0.000237,0.09835959322876309,0.28940751724582553
11,1000,50,20,3547,0.000233,0.09685805658148045,0.28940751724582553
11,1000,100,10,2613,0.000237,0.059774204040214496,0.28940751724582553
11,1000,125,8,2261,0.000235,0.054181881833815726,0.28940751724582553
11,1000,200,5,1672,0.000347,0.021913113761662106,0.28940751724582553
11,1000,250,4,1427,0.000223,0.01692821103634301,0.28940751724582553
11,1000,500,2,835,0.000239,0.010771257335679407,0.28940751724582553
11,1000,1000,1,497,0.000249,0.007272980679485674,0.28940751724582553
12,1100,1,1100,4400,0.000262,0.7105924827541745,0.28940751724582553
12,1100,2,550,4400,0.000261,0.501810693516074,0.28940751724582553
12,1100,4,275,4400,0.000252,0.3853987076739513,0.28940751724582553
12,1100,5,220,4400,0.000300,0.36088932989955474,0.28940751724582553
12,1100,10,110,4400,0.000262,0.2596897111375788,0.28940751724582553
12,1100,11,100,4400,0.000265,0.2611820168950549,0.28940751724582553
12,1100,20,55,4385,0.000257,0.16658189374027638,0.28940751724582553
12,1100,22,50,4358,0.000264,0.17504080310517345,0.28940751724582553
12,1100,25,44,4331,0.000264,0.1553090884581783,0.28940751724582553
12,1100,44,25,3997,0.000263,0.10227246315932037,0.28940751724582553
12,1100,50,22,3912,0.000803,0.09754629088802813,0.28940751724582553
12,1100,55,20,3765,0.000257,0.08462464884718268,0.28940751724582553
12,1100,100,11,2878,0.000268,0.06047620867869141,0.28940751724582553
12,1100,110,10,2765,0.000265,0.04743726170689028,0.28940751724582553
12,1100,220,5,1723,0.000263,0.02107106953406651,0.28940751724582553
12,1100,275,4,1417,0.000257,0.02226141751504085,0.28940751724582553
12,1100,550,2,832,0.000279,0.013948624819993982,0.28940751724582553
12,1100,1100,1,510,0.000257,0.00937811818504658,0.28940751724582553
13,1200,1,1200,4800,0.000286,0.7105924827541745,0.28940751724582553
13,1200,2,600,4800,0.000285,0.5015840637505,0.28940751724582553
13,1200,3,400,4800,0.000271,0.4388450703263533,0.28940751724582553
13,1200,4,300,4800,0.000290,0.3853070834743017,0.28940751724582553
13,1200,5,240,4800,0.000281,0.3622173203013877,0.28940751724582553
13,1200,6,200,4800,0.000281,0.333640412576828,0.28940751724582553
13,1200,8,150,4800,0.000288,0.2946162304381998,0.28940751724582553
13,1200,10,120,4800,0.000288,0.26074074797679186,0.28940751724582553
13,1200,12,100,4800,0.000288,0.2391700037988655,0.28940751724582553
13,1200,15,80,4793,0.000323,0.20898077884319372,0.28940751724582553
13,1200,16,75,4800,0.000279,0.19555427468726805,0.28940751724582553
13,1200,20,60,4785,0.000289,0.16703042393350082,0.28940751724582553
13,1200,24,50,4715,0.000286,0.15106426607264695,0.28940751724582553
13,1200,25,48,4731,0.000278,0.15490737349024847,0.28940751724582553
13,1200,30,40,4642,0.000288,0.13289561822143658,0.28940751724582553
13,1200,40,30,4490,0.000287,0.10019869151471522,0.28940751724582553
13,1200,48,25,4211,0.000288,0.09278541477239732,0.28940751724582553
13,1200,50,24,4262,0.000280,0.09814440754886017,0.28940751724582553
13,1200,60,20,3960,0.000288,0.07783806398736165,0.28940751724582553
13,1200,75,16,3630,0.000291,0.07429664418265458,0.28940751724582553
13,1200,80,15,3549,0.000291,0.05856782379193576,0.28940751724582553
13,1200,100,12,3146,0.000505,0.05934657116500497,0.28940751724582553
13,1200,120,10,2844,0.000291,0.04401471090271769,0.28940751724582553
13,1200,150,8,2417,0.000293,0.04125340540119171,0.28940751724582553
13,1200,200,6,2026,0.000286,0.02252671111819249,0.28940751724582553
13,1200,240,5,1743,0.000515,0.023152368298952453,0.28940751724582553
13,1200,300,4,1449,0.000274,0.020993793155484886,0.28940751724582553
13,1200,400,3,1181,0.000270,0.0192931610973594,0.28940751724582553
13,1200,600,2,863,0.000287,0.006978805878465499,0.28940751724582553
13,1200,1200,1,515,0.000362,0.006348880551388603,0.28940751724582553
14,1300,1,1300,5200,0.000314,0.7105924827541745,0.28940751724582553
14,1300,2,650,5200,0.000313,0.5018113217467488,0.28940751724582553
14,1300,4,325,5200,0.000303,0.3848987082110991,0.28940751724582553
14,1300,5,260,5200,0.000317,0.3615407461629699,0.28940751724582553
14,1300,10,130,5200,0.000304,0.2577998626953449,0.28940751724582553
14,1300,13,100,5200,0.000304,0.2257451457486161,0.28940751724582553
14,1300,20,65,5185,0.000307,0.1685963632875796,0.28940751724582553
14,1300,25,52,5123,0.000315,0.15411868414273566,0.28940751724582553
14,1300,26,50,5092,0.000305,0.15217522527884714,0.28940751724582553
14,1300,50,26,4615,0.000312,0.09705580146742987,0.28940751724582553
14,1300,52,25,4507,0.000306,0.0935194199582281,0.28940751724582553
14,1300,65,20,4131,0.000323,0.07334770125493933,0.28940751724582553
14,1300,100,13,3418,0.000304,0.057317093110486717,0.28940751724582553
14,1300,130,10,2860,0.000315,0.04623202035576657,0.28940751724582553
14,1300,260,5,1779,0.000338,0.02919265680939742,0.28940751724582553
14,1300,325,4,1527,0.000302,0.015713451153933022,0.28940751724582553
14,1300,650,2,880,0.000304,0.005593777755469487,0.28940751724582553
14,1300,1300,1,539,0.000312,0.004839554520174594,0.28940751724582553
15,1400,1,1400,5600,0.000332,0.7105924827541745,0.28940751724582553
15,1400,2,700,5600,0.000329,0.5009649339351936,0.28940751724582553
15,1400,4,350,5600,0.000331,0.38430708189713697,0.28940751724582553
15,1400,5,280,5600,0.000338,0.3608873403469896,0.28940751724582553
15,1400,7,200,5600,0.000326,0.3054411216505392,0.28940751724582553
15,1400,8,175,5600,0.000338,0.29224030672309825,0.28940751724582553
15,1400,10,140,5600,0.000341,0.2577333112480881,0.28940751724582553
15,1400,14,100,5600,0.000331,0.21485405579058664,0.28940751724582553
15,1400,20,70,5585,0.000328,0.17147932454639042,0.28940751724582553
15,1400,25,56,5515,0.000334,0.15409793263166982,0.28940751724582553
15,1400,28,50,5445,0.000326,0.14573893227361567,0.28940751724582553
15,1400,35,40,5302,0.000334,0.12133315687660562,0.28940751724582553
15,1400,40,35,5209,0.000312,0.09881755766874906,0.28940751724582553
15,1400,50,28,4988,0.000328,0.09619606157027516,0.28940751724582553
15,1400,56,25,4752,0.000326,0.08822686409990282,0.28940751724582553
15,1400,70,20,4314,0.000817,0.06906664457561662,0.28940751724582553
15,1400,100,14,3686,0.000332,0.0564810335686774,0.28940751724582553
15,1400,140,10,2996,0.000340,0.03502562536913528,0.28940751724582553
15,1400,175,8,2508,0.000325,0.03202193906854256,0.28940751724582553
15,1400,200,7,2361,0.000338,0.02241197639184994,0.28940751724582553
15,1400,280,5,1853,0.000326,0.011693213972785388,0.28940751724582553
15,1400,350,4,1539,0.000389,0.015436716973714515,0.28940751724582553
15,1400,700,2,916,0.000409,0.002373525867366777,0.28940751724582553
15,1400,1400,1,551,0.000333,0.0,0.28940751724582553
16,1500,1,1500,6000,0.000345,0.7105924827541745,0.28940751724582553
16,1500,2,750,6000,0.000365,0.5025063638508926,0.28940751724582553
16,1500,3,500,6000,0.000353,0.4364142802631578,0.28940751724582553
16,1500,4,375,6000,0.000369,0.3857510867708028,0.28940751724582553
16,1500,5,300,6000,0.000350,0.3601981032904447,0.28940751724582553
16,1500,6,250,6000,0.000361,0.33060390059464745,0.28940751724582553
16,1500,10,150,6000,0.000352,0.2597151629429609,0.28940751724582553
16,1500,12,125,6000,0.000360,0.2398857901996307,0.28940751724582553
16,1500,15,100,5993,0.000592,0.20877593531794092,0.28940751724582553
16,1500,20,75,5981,0.000776,0.17126248234518687,0.28940751724582553
16,1500,25,60,5904,0.000340,0.15475050252469774,0.28940751724582553
16,1500,30,50,5799,0.000373,0.1313416722167619,0.28940751724582553
16,1500,50,30,5342,0.000349,0.09604979912335265,0.28940751724582553
16,1500,60,25,4958,0.000397,0.07954411221729901,0.28940751724582553
16,1500,75,20,4509,0.000353,0.07323628425785189,0.28940751724582553
16,1500,100,15,3947,0.000365,0.057732504488033465,0.28940751724582553
16,1500,125,12,3412,0.000350,0.048608873454960566,0.28940751724582553
16,1500,150,10,3013,0.000381,0.042718022265017974,0.28940751724582553
16,1500,250,6,2137,0.000370,0.02082210049468347,0.28940751724582553
16,1500,300,5,1835,0.000388,0.018534305501898662,0.28940751724582553
16,1500,375,4,1544,0.000349,0.010200975695675851,0.28940751724582553
16,1500,500,3,1254,0.000533,0.01180043747213766,0.28940751724582553
16,1500,750,2,909,0.000394,0.002874329424933375,0.28940751724582553
16,1500,1500,1,568,0.000362,0.004755806165589016,0.28940751724582553
17,1600,1,1600,6400,0.000384,0.7105924827541745,0.28940751724582553
17,1600,2,800,6400,0.000382,0.502018337933293,0.28940751724582553
17,1600,4,400,6400,0.000372,0.38583745068475067,0.28940751724582553
17,1600,5,320,6400,0.000381,0.3592153159743367,0.28940751724582553
17,1600,8,200,6400,0.000380,0.29221216411316536,0.28940751724582553
17,1600,10,160,6400,0.000372,0.257308128749631,0.28940751724582553
17,1600,16,100,6400,0.000372,0.19754705852231663,0.28940751724582553
17,1600,20,80,6373,0.000374,0.1708382056031869,0.28940751724582553
17,1600,25,64,6296,0.000369,0.15474170398542453,0.28940751724582553
17,1600,32,50,6183,0.000371,0.12636732924878674,0.28940751724582553
17,1600,40,40,5959,0.000407,0.09986004353028877,0.28940751724582553
17,1600,50,32,5695,0.000383,0.09509471093744798,0.28940751724582553
17,1600,64,25,5122,0.000375,0.07416438662780955,0.28940751724582553
17,1600,80,20,4672,0.000376,0.0571172705923626,0.28940751724582553
17,1600,100,16,4223,0.000396,0.05513594722251258,0.28940751724582553
17,1600,160,10,3118,0.000387,0.03087264620485869,0.28940751724582553
17,1600,200,8,2708,0.000372,0.02537640623375015,0.28940751724582553
17,1600,320,5,1820,0.000382,0.01797001416391969,0.28940751724582553
17,1600,400,4,1584,0.000375,0.015075010841313907,0.28940751724582553
17,1600,800,2,933,0.000372,0.01030654566033512,0.28940751724582553
17,1600,1600,1,572,0.000373,0.00912514085052557,0.28940751724582553
18,1700,1,1700,6800,0.000396,0.7105924827541745,0.28940751724582553
18,1700,2,850,6800,0.000410,0.5024614241949488,0.28940751724582553
18,1700,4,425,6800,0.000400,0.38532578147635294,0.28940751724582553
18,1700,5,340,6800,0.000396,0.3593859054262479,0.28940751724582553
18,1700,10,170,6800,0.000399,0.2577122917121802,0.28940751724582553
18,1700,17,100,6789,0.000398,0.19404310758357762,0.28940751724582553
18,1700,20,85,6773,0.000397,0.17211573386966061,0.28940751724582553
18,1700,25,68,6696,0.000393,0.15481215281369543,0.28940751724582553
18,1700,34,50,6521,0.000399,0.12201313409657666,0.28940751724582553
18,1700,50,34,6033,0.000394,0.09654584542352063,0.28940751724582553
18,1700,68,25,5293,0.000396,0.0770001696172577,0.28940751724582553
18,1700,85,20,4751,0.000428,0.06552800476002102,0.28940751724582553
18,1700,100,17,4483,0.000400,0.054933597450195215,0.28940751724582553
18,1700,170,10,3177,0.000398,0.033632564253443464,0.28940751724582553
18,1700,340,5,1922,0.000396,0.01754284477942475,0.28940751724582553
18,1700,425,4,1623,0.000394,0.008851193258710255,0.28940751724582553
18,1700,850,2,949,0.000393,0.005048972835401622,0.28940751724582553
18,1700,1700,1,585,0.000397,0.0020815696713900045,0.28940751724582553
19,1800,1,1800,7200,0.000421,0.7105924827541745,0.28940751724582553
19,1800,2,900,7200,0.000423,0.503631010669543,0.28940751724582553
19,1800,3,600,7200,0.000420,0.43641085503994753,0.28940751724582553
19,1800,4,450,7200,0.000430,0.38528620453209633,0.28940751724582553
19,1800,5,360,7200,0.000422,0.35951604484129945,0.28940751724582553
19,1800,6,300,7200,0.000424,0.3315302438771169,0.28940751724582553
19,1800,8,225,7200,0.000402,0.2920613228978984,0.28940751724582553
19,1800,9,200,7200,0.000424,0.27192879928076324,0.28940751724582553
19,1800,10,180,7200,0.000432,0.2587471898540549,0.28940751724582553
19,1800,12,150,7197,0.000422,0.23815972499120502,0.28940751724582553
19,1800,15,120,7193,0.000407,0.21040500618874514,0.28940751724582553
19,1800,18,100,7181,0.000436,0.19210469189629004,0.28940751724582553
19,1800,20,90,7173,0.000421,0.17381321041384235,0.28940751724582553
19,1800,24,75,7053,0.000415,0.15548152490833067,0.28940751724582553
19,1800,25,72,7088,0.000916,0.15330767274173107,0.28940751724582553
19,1800,30,60,6972,0.000419,0.1318612968001004,0.28940751724582553
19,1800,36,50,6825,0.000417,0.11591979753906101,0.28940751724582553
19,1800,40,45,6689,0.000418,0.10145605449182671,0.28940751724582553
19,1800,45,40,6468,0.000422,0.10124382907850915,0.28940751724582553
19,1800,50,36,6379,0.000422,0.09686339474715072,0.28940751724582553
19,1800,60,30,5937,0.000426,0.07983339841121612,0.28940751724582553
19,1800,72,25,5530,0.000440,0.06809294430433138,0.28940751724582553
19,1800,75,24,5391,0.000405,0.07368283576617818,0.28940751724582553
19,1800,90,20,4856,0.000426,0.054529478987791036,0.28940751724582553
19,1800,100,18,4736,0.000426,0.054623305861051075,0.28940751724582553
19,1800,120,15,4259,0.000426,0.04200857691192067,0.28940751724582553
19,1800,150,12,3628,0.000421,0.040755594005691675,0.28940751724582553
19,1800,180,10,3190,0.000422,0.030280244629714737,0.28940751724582553
19,1800,200,9,3058,0.000420,0.02671868463331023,0.28940751724582553
19,1800,225,8,2725,0.000443,0.025192762106733824,0.28940751724582553
19,1800,300,6,2202,0.000405,0.01982145599135221,0.28940751724582553
19,1800,360,5,1930,0.000419,0.015513339304224716,0.28940751724582553
19,1800,450,4,1586,0.000422,0.012993785155476889,0.28940751724582553
19,1800,600,3,1283,0.000425,0.009237563053728581,0.28940751724582553
19,1800,900,2,958,0.000404,0.002665614093408264,0.28940751724582553
19,1800,1800,1,594,0.000481,0.0,0.28940751724582553
20,1900,1,1900,7600,0.000448,0.7105924827541745,0.28940751724582553
20,1900,2,950,7600,0.000462,0.5042094718942955,0.28940751724582553
20,1900,4,475,7600,0.000443,0.3843647531751652,0.28940751724582553
20,1900,5,380,7600,0.000453,0.35834826106511203,0.28940751724582553
20,1900,10,190,7600,0.000439,0.25839976934209846,0.28940751724582553
20,1900,19,100,7577,0.000440,0.18071481898438385,0.28940751724582553
20,1900,20,95,7573,0.000443,0.17510051596613346,0.28940751724582553
20,1900,25,76,7488,0.000571,0.15376107332914424,0.28940751724582553
20,1900,38,50,7139,0.000440,0.11351842509952992,0.28940751724582553
20,1900,50,38,6725,0.000441,0.09799052725314122,0.28940751724582553
20,1900,76,25,5709,0.000601,0.0669808004528718,0.28940751724582553
20,1900,95,20,5089,0.000437,0.053545838626741615,0.28940751724582553
20,1900,100,19,5004,0.000448,0.053353411238020676,0.28940751724582553
20,1900,190,10,3268,0.000445,0.034859004634368085,0.28940751724582553
20,1900,380,5,1955,0.000446,0.020607547927423975,0.28940751724582553
20,1900,475,4,1617,0.000441,0.016245962320697527,0.28940751724582553
20,1900,950,2,959,0.000441,0.007483187290049709,0.28940751724582553
20,1900,1900,1,610,0.000441,0.006097081795501058,0.28940751724582553
21,2000,1,2000,8000,0.000486,0.7105924827541745,0.28940751724582553
21,2000,2,1000,8000,0.000485,0.5049530228997616,0.28940751724582553
21,2000,4,500,8000,0.000468,0.3841965170771155,0.28940751724582553
21,2000,5,400,8000,0.000484,0.3575807279931947,0.28940751724582553
21,2000,8,250,8000,0.000465,0.29338637354962654,0.28940751724582553
21,2000,10,200,8000,0.000467,0.2590541054877589,0.28940751724582553
21,2000,16,125,7997,0.000465,0.19806174420188666,0.28940751724582553
21,2000,20,100,7973,0.000448,0.17528425667899916,0.28940751724582553
21,2000,25,80,7884,0.000463,0.15241711182226014,0.28940751724582553
21,2000,40,50,7427,0.000483,0.10203234472334016,0.28940751724582553
21,2000,50,40,7074,0.000472,0.09804333664345938,0.28940751724582553
21,2000,80,25,5861,0.000467,0.056317249741931086,0.28940751724582553
21,2000,100,20,5261,0.000473,0.053365510472366706,0.28940751724582553
21,2000,125,16,4571,0.000469,0.04703304038399714,0.28940751724582553
21,2000,200,10,3362,0.000469,0.027239509436026488,0.28940751724582553
21,2000,250,8,2831,0.000467,0.02613312884907426,0.28940751724582553
21,2000,400,5,1998,0.000464,0.012370711815071656,0.28940751724582553
21,2000,500,4,1680,0.000450,0.0090829875423582,0.28940751724582553
21,2000,1000,2,998,0.000465,0.004546482689476772,0.28940751724582553
21,2000,2000,1,634,0.000501,0.007272980679485674,0.28940751724582553
