configuration,num_cells,cms_width,cms_depth,size_cms,time_cms,error_cms,Act_jaccard_similarity
19,1800,1,1800,7200,0.000466,0.38240051763183436,0.6175994823681656
19,1800,2,900,7200,0.000423,0.21140486862996266,0.6175994823681656
19,1800,3,600,7200,0.000408,0.16163753335317266,0.6175994823681656
19,1800,4,450,7200,0.000419,0.1359315934173042,0.6175994823681656
19,1800,5,360,7200,0.000404,0.11932665050571856,0.6175994823681656
19,1800,6,300,7200,0.000406,0.10600106171507273,0.6175994823681656
19,1800,8,225,7200,0.000517,0.086033496029011,0.6175994823681656
19,1800,9,200,7200,0.000407,0.07852246201514779,0.6175994823681656
19,1800,10,180,7200,0.000404,0.07309143256331208,0.6175994823681656
19,1800,12,150,7197,0.000407,0.06171898302583889,0.6175994823681656
19,1800,15,120,7193,0.000404,0.052195731163854786,0.6175994823681656
19,1800,18,100,7181,0.000404,0.0450463524546213,0.6175994823681656
19,1800,20,90,7173,0.000403,0.04256487390310526,0.6175994823681656
19,1800,24,75,7053,0.000400,0.03421007500193329,0.6175994823681656
19,1800,25,72,7088,0.000405,0.03622136059809988,0.6175994823681656
19,1800,30,60,6972,0.000405,0.027552255460453368,0.6175994823681656
19,1800,36,50,6825,0.000403,0.024757562768732977,0.6175994823681656
19,1800,40,45,6689,0.000402,0.021356684659678438,0.6175994823681656
19,1800,45,40,6468,0.000401,0.02119739490438477,0.6175994823681656
19,1800,50,36,6379,0.000404,0.017909228987262216,0.6175994823681656
19,1800,60,30,5937,0.000403,0.015342398508724098,0.6175994823681656
19,1800,72,25,5530,0.000402,0.013583516790143912,0.6175994823681656
19,1800,75,24,5391,0.000402,0.012021596780493193,0.6175994823681656
19,1800,90,20,4856,0.000403,0.012372441365448017,0.6175994823681656
19,1800,100,18,4736,0.000430,0.006538822031444513,0.6175994823681656
19,1800,120,15,4259,0.000399,0.008531356119099054,0.6175994823681656
19,1800,150,12,3628,0.000402,0.004811420233099883,0.6175994823681656
19,1800,180,10,3190,0.000402,0.005566340252273316,0.6175994823681656
19,1800,200,9,3058,0.000464,0.0012074569175807293,0.6175994823681656
19,1800,225,8,2725,0.000401,0.0036551660728967317,0.6175994823681656
19,1800,300,6,2202,0.000399,0.0029709584269942413,0.6175994823681656
19,1800,360,5,1930,0.000452,0.0005234949781126597,0.6175994823681656
19,1800,450,4,1586,0.000402,0.0013421345497742765,0.6175994823681656
19,1800,600,3,1283,0.000550,0.0010036631172803956,0.6175994823681656
19,1800,900,2,958,0.000404,0.0014404269655994284,0.6175994823681656
19,1800,1800,1,594,0.000401,0.0,0.6175994823681656
20,1900,1,1900,7600,0.000619,0.38240051763183436,0.6175994823681656
20,1900,2,950,7600,0.000793,0.21204712909260592,0.6175994823681656
20,1900,4,475,7600,0.000423,0.13553808024652647,0.6175994823681656
20,1900,5,380,7600,0.000443,0.11921546411279593,0.6175994823681656
20,1900,10,190,7600,0.000520,0.07317781689986125,0.6175994823681656
20,1900,19,100,7577,0.000427,0.04605873568751695,0.6175994823681656
20,1900,20,95,7573,0.000430,0.04252715908205107,0.6175994823681656
20,1900,25,76,7488,0.000427,0.03600515816864669,0.6175994823681656
20,1900,38,50,7139,0.000424,0.023967623253545067,0.6175994823681656
20,1900,50,38,6725,0.000425,0.017649602645422036,0.6175994823681656
20,1900,76,25,5709,0.000422,0.010810407942144162,0.6175994823681656
20,1900,95,20,5089,0.000423,0.009289742744496454,0.6175994823681656
20,1900,100,19,5004,0.000423,0.006748641082291784,0.6175994823681656
20,1900,190,10,3268,0.000426,0.004171166826625217,0.6175994823681656
20,1900,380,5,1955,0.000425,0.0023321565166734004,0.6175994823681656
20,1900,475,4,1617,0.000424,0.004197468653566405,0.6175994823681656
20,1900,950,2,959,0.000432,0.0,0.6175994823681656
20,1900,1900,1,610,0.000425,0.0,0.6175994823681656
21,2000,1,2000,8000,0.000458,0.38240051763183436,0.6175994823681656
21,2000,2,1000,8000,0.000468,0.2121761267595602,0.6175994823681656
21,2000,4,500,8000,0.000451,0.13597399350029604,0.6175994823681656
21,2000,5,400,8000,0.000462,0.11894463420951396,0.6175994823681656
21,2000,8,250,8000,0.000448,0.08710075120986038,0.6175994823681656
21,2000,10,200,8000,0.000447,0.07323269873348759,0.6175994823681656
21,2000,16,125,7997,0.000452,0.04994653689932804,0.6175994823681656
21,2000,20,100,7973,0.000446,0.04228103943187522,0.6175994823681656
21,2000,25,80,7884,0.000450,0.036085755183718704,0.6175994823681656
21,2000,40,50,7427,0.000450,0.021341761588238528,0.6175994823681656
21,2000,50,40,7074,0.000449,0.017900684248413845,0.6175994823681656
21,2000,80,25,5861,0.000448,0.012844161347289385,0.6175994823681656
21,2000,100,20,5261,0.000505,0.006482403840536999,0.6175994823681656
21,2000,125,16,4571,0.000445,0.008061577461241587,0.6175994823681656
21,2000,200,10,3362,0.000445,0.0016632673019095767,0.6175994823681656
21,2000,250,8,2831,0.000449,0.004954011192325192,0.6175994823681656
21,2000,400,5,1998,0.000447,0.000680609550143596,0.6175994823681656
21,2000,500,4,1680,0.000449,0.0007198929605555238,0.6175994823681656
21,2000,1000,2,998,0.000447,0.0,0.6175994823681656
21,2000,2000,1,634,0.000445,0.0,0.6175994823681656
