method,query file,query column,query selectivity,accuracy,precision,recall,f1 score,time,threshold,dataset name
cms_minhash_lsh,molecule_atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,0.0005702972412109375,0.7,chembl
cms,atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,6.34154486656189,0.7,chembl
cms_sampling,atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,3.134127378463745,0.7,chembl
cms_earlystopping,atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,1.8180763721466064,0.7,chembl
cms_minhash,atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,0.011248588562011719,0.7,chembl
cms_minhash_lsh,atc_classification.csv,level5,medium,1.0,1.0,1.0,1.0,0.0008473396301269531,0.7,chembl
cms,research_companies.csv,res_stem_id,medium,1.0,1.0,1.0,1.0,7.191058397293091,0.7,chembl
cms_sampling,research_companies.csv,res_stem_id,medium,1.0,1.0,1.0,1.0,3.5517475605010986,0.7,chembl
cms_earlystopping,research_companies.csv,res_stem_id,medium,1.0,1.0,1.0,1.0,1.5433979034423828,0.7,chembl
cms_minhash,research_companies.csv,res_stem_id,medium,1.0,1.0,1.0,1.0,0.009736299514770508,0.7,chembl
cms_minhash_lsh,research_companies.csv,res_stem_id,medium,1.0,1.0,1.0,1.0,0.00031685829162597656,0.7,chembl
cms,activity_supp.csv,standard_text_value,medium,1.0,1.0,1.0,1.0,6.3902294635772705,0.7,chembl
cms_sampling,activity_supp.csv,standard_text_value,medium,1.0,1.0,1.0,1.0,3.145552635192871,0.7,chembl
cms_earlystopping,activity_supp.csv,standard_text_value,medium,1.0,1.0,1.0,1.0,0.40900349617004395,0.7,chembl
cms_minhash,activity_supp.csv,standard_text_value,medium,1.0,1.0,1.0,1.0,0.01052546501159668,0.7,chembl
cms_minhash_lsh,activity_supp.csv,standard_text_value,medium,1.0,1.0,1.0,1.0,0.0002467632293701172,0.7,chembl
cms,activity_supp.csv,text_value,medium,1.0,1.0,1.0,1.0,6.473467588424683,0.7,chembl
cms_sampling,activity_supp.csv,text_value,medium,1.0,1.0,1.0,1.0,3.1917338371276855,0.7,chembl
cms_earlystopping,activity_supp.csv,text_value,medium,1.0,1.0,1.0,1.0,0.4145994186401367,0.7,chembl
cms_minhash,activity_supp.csv,text_value,medium,1.0,1.0,1.0,1.0,0.010572433471679688,0.7,chembl
cms_minhash_lsh,activity_supp.csv,text_value,medium,1.0,1.0,1.0,1.0,0.00024819374084472656,0.7,chembl
cms,products.csv,topical,medium,1.0,1.0,1.0,1.0,6.3762946128845215,0.7,chembl
cms_sampling,products.csv,topical,medium,1.0,1.0,1.0,1.0,3.159137487411499,0.7,chembl
cms_earlystopping,products.csv,topical,medium,1.0,1.0,1.0,1.0,0.4193451404571533,0.7,chembl
cms_minhash,products.csv,topical,medium,1.0,1.0,1.0,1.0,0.010742425918579102,0.7,chembl
cms_minhash_lsh,products.csv,topical,medium,1.0,1.0,1.0,1.0,0.00024819374084472656,0.7,chembl
cms,products.csv,parenteral,medium,1.0,1.0,1.0,1.0,6.368799924850464,0.7,chembl
cms_sampling,products.csv,parenteral,medium,1.0,1.0,1.0,1.0,3.1648974418640137,0.7,chembl
cms_earlystopping,products.csv,parenteral,medium,1.0,1.0,1.0,1.0,0.4666304588317871,0.7,chembl
cms_minhash,products.csv,parenteral,medium,1.0,1.0,1.0,1.0,0.010506868362426758,0.7,chembl
cms_minhash_lsh,products.csv,parenteral,medium,1.0,1.0,1.0,1.0,0.0002827644348144531,0.7,chembl
cms,products.csv,product_id,medium,0.9944954128440368,0.4,1.0,0.5714285714285715,6.405378341674805,0.7,chembl
cms_sampling,products.csv,product_id,medium,0.9944954128440368,0.4,1.0,0.5714285714285715,3.15693998336792,0.7,chembl
cms_earlystopping,products.csv,product_id,medium,0.9944954128440368,0.4,1.0,0.5714285714285715,1.5175144672393799,0.7,chembl
cms_minhash,products.csv,product_id,medium,0.9963302752293578,0.5,1.0,0.6666666666666666,0.011516094207763672,0.7,chembl
cms_minhash_lsh,products.csv,product_id,medium,0.9963302752293578,0.5,1.0,0.6666666666666666,0.0006849765777587891,0.7,chembl
cms,molecule_dictionary.csv,usan_stem,medium,1.0,1.0,1.0,1.0,6.3861308097839355,0.7,chembl
cms_sampling,molecule_dictionary.csv,usan_stem,medium,1.0,1.0,1.0,1.0,3.1531240940093994,0.7,chembl
cms_earlystopping,molecule_dictionary.csv,usan_stem,medium,1.0,1.0,1.0,1.0,0.758897066116333,0.7,chembl
cms_minhash,molecule_dictionary.csv,usan_stem,medium,1.0,1.0,1.0,1.0,0.011330604553222656,0.7,chembl
cms_minhash_lsh,molecule_dictionary.csv,usan_stem,medium,1.0,1.0,1.0,1.0,0.0002472400665283203,0.7,chembl
cms,activities.csv,text_value,medium,1.0,1.0,1.0,1.0,6.403007507324219,0.7,chembl
cms_sampling,activities.csv,text_value,medium,1.0,1.0,1.0,1.0,3.1816296577453613,0.7,chembl
cms_earlystopping,activities.csv,text_value,medium,1.0,1.0,1.0,1.0,0.3387007713317871,0.7,chembl
cms_minhash,activities.csv,text_value,medium,1.0,1.0,1.0,1.0,0.009245872497558594,0.7,chembl
cms_minhash_lsh,activities.csv,text_value,medium,1.0,1.0,1.0,1.0,0.000217437744140625,0.7,chembl
cms,chembl_release.csv,creation_date,high,1.0,1.0,1.0,1.0,6.362753391265869,0.7,chembl
cms_sampling,chembl_release.csv,creation_date,high,1.0,1.0,1.0,1.0,3.1543774604797363,0.7,chembl
cms_earlystopping,chembl_release.csv,creation_date,high,1.0,1.0,1.0,1.0,0.3258941173553467,0.7,chembl
cms_minhash,chembl_release.csv,creation_date,high,1.0,1.0,1.0,1.0,0.008388519287109375,0.7,chembl
cms_minhash_lsh,chembl_release.csv,creation_date,high,1.0,1.0,1.0,1.0,0.0001976490020751953,0.7,chembl
cms,molecule_frac_classification.csv,molregno,high,1.0,1.0,1.0,1.0,6.345624923706055,0.7,chembl
cms_sampling,molecule_frac_classification.csv,molregno,high,1.0,1.0,1.0,1.0,3.1276333332061768,0.7,chembl
cms_earlystopping,molecule_frac_classification.csv,molregno,high,1.0,1.0,1.0,1.0,0.3369884490966797,0.7,chembl
cms_minhash,molecule_frac_classification.csv,molregno,high,1.0,1.0,1.0,1.0,0.00914144515991211,0.7,chembl
cms_minhash_lsh,molecule_frac_classification.csv,molregno,high,1.0,1.0,1.0,1.0,0.00021505355834960938,0.7,chembl
cms,relationship_type.csv,relationship_type,high,1.0,1.0,1.0,1.0,6.3491880893707275,0.7,chembl
cms_sampling,relationship_type.csv,relationship_type,high,1.0,1.0,1.0,1.0,3.1552717685699463,0.7,chembl
cms_earlystopping,relationship_type.csv,relationship_type,high,1.0,1.0,1.0,1.0,0.33649158477783203,0.7,chembl
cms_minhash,relationship_type.csv,relationship_type,high,1.0,1.0,1.0,1.0,0.008924007415771484,0.7,chembl
cms_minhash_lsh,relationship_type.csv,relationship_type,high,1.0,1.0,1.0,1.0,0.00021266937255859375,0.7,chembl
cms,irac_classification.csv,active_ingredient,high,1.0,1.0,1.0,1.0,6.368773698806763,0.7,chembl
cms_sampling,irac_classification.csv,active_ingredient,high,1.0,1.0,1.0,1.0,3.167210102081299,0.7,chembl
cms_earlystopping,irac_classification.csv,active_ingredient,high,1.0,1.0,1.0,1.0,0.3253612518310547,0.7,chembl
cms_minhash,irac_classification.csv,active_ingredient,high,1.0,1.0,1.0,1.0,0.008729219436645508,0.7,chembl
cms_minhash_lsh,irac_classification.csv,active_ingredient,high,1.0,1.0,1.0,1.0,0.000213623046875,0.7,chembl
cms,go_classification.csv,class_level,high,1.0,1.0,1.0,1.0,6.382004261016846,0.7,chembl
cms_sampling,go_classification.csv,class_level,high,1.0,1.0,1.0,1.0,3.15986967086792,0.7,chembl
cms_earlystopping,go_classification.csv,class_level,high,1.0,1.0,1.0,1.0,0.3745865821838379,0.7,chembl
cms_minhash,go_classification.csv,class_level,high,1.0,1.0,1.0,1.0,0.008832931518554688,0.7,chembl
cms_minhash_lsh,go_classification.csv,class_level,high,1.0,1.0,1.0,1.0,0.00020837783813476562,0.7,chembl
cms,chembl_release.csv,chembl_release_id,high,1.0,1.0,1.0,1.0,6.350405216217041,0.7,chembl
cms_sampling,chembl_release.csv,chembl_release_id,high,1.0,1.0,1.0,1.0,3.1354305744171143,0.7,chembl
cms_earlystopping,chembl_release.csv,chembl_release_id,high,1.0,1.0,1.0,1.0,0.46672677993774414,0.7,chembl
cms_minhash,chembl_release.csv,chembl_release_id,high,1.0,1.0,1.0,1.0,0.008419990539550781,0.7,chembl
cms_minhash_lsh,chembl_release.csv,chembl_release_id,high,1.0,1.0,1.0,1.0,0.00023293495178222656,0.7,chembl
cms,metabolism.csv,enzyme_name,high,1.0,1.0,1.0,1.0,6.391217947006226,0.7,chembl
cms_sampling,metabolism.csv,enzyme_name,high,1.0,1.0,1.0,1.0,3.1412765979766846,0.7,chembl
cms_earlystopping,metabolism.csv,enzyme_name,high,1.0,1.0,1.0,1.0,0.32718610763549805,0.7,chembl
cms_minhash,metabolism.csv,enzyme_name,high,1.0,1.0,1.0,1.0,0.008972406387329102,0.7,chembl
cms_minhash_lsh,metabolism.csv,enzyme_name,high,1.0,1.0,1.0,1.0,0.00022172927856445312,0.7,chembl
cms,organism_class.csv,l2,high,1.0,1.0,1.0,1.0,6.368876695632935,0.7,chembl
cms_sampling,organism_class.csv,l2,high,1.0,1.0,1.0,1.0,3.1534006595611572,0.7,chembl
cms_earlystopping,organism_class.csv,l2,high,1.0,1.0,1.0,1.0,0.32521653175354004,0.7,chembl
cms_minhash,organism_class.csv,l2,high,1.0,1.0,1.0,1.0,0.010135412216186523,0.7,chembl
cms_minhash_lsh,organism_class.csv,l2,high,1.0,1.0,1.0,1.0,0.00020313262939453125,0.7,chembl
cms,go_classification.csv,path,high,1.0,1.0,1.0,1.0,7.061136245727539,0.7,chembl
cms_sampling,go_classification.csv,path,high,1.0,1.0,1.0,1.0,3.4969024658203125,0.7,chembl
cms_earlystopping,go_classification.csv,path,high,1.0,1.0,1.0,1.0,0.49280619621276855,0.7,chembl
cms_minhash,go_classification.csv,path,high,1.0,1.0,1.0,1.0,0.008859872817993164,0.7,chembl
cms_minhash_lsh,go_classification.csv,path,high,1.0,1.0,1.0,1.0,0.00018835067749023438,0.7,chembl
cms,bio_component_sequences.csv,sequence,high,1.0,1.0,1.0,1.0,6.38751745223999,0.7,chembl
cms_sampling,bio_component_sequences.csv,sequence,high,1.0,1.0,1.0,1.0,3.16951584815979,0.7,chembl
cms_earlystopping,bio_component_sequences.csv,sequence,high,1.0,1.0,1.0,1.0,1.5463662147521973,0.7,chembl
cms_minhash,bio_component_sequences.csv,sequence,high,1.0,1.0,1.0,1.0,0.009933710098266602,0.7,chembl
cms_minhash_lsh,bio_component_sequences.csv,sequence,high,1.0,1.0,1.0,1.0,0.00027298927307128906,0.7,chembl
cms,protein_class_synonyms.csv,protein_class_id,high,1.0,1.0,1.0,1.0,6.378193378448486,0.7,chembl
cms_sampling,protein_class_synonyms.csv,protein_class_id,high,1.0,1.0,1.0,1.0,3.159888982772827,0.7,chembl
cms_earlystopping,protein_class_synonyms.csv,protein_class_id,high,1.0,1.0,1.0,1.0,0.87339186668396,0.7,chembl
cms_minhash,protein_class_synonyms.csv,protein_class_id,high,1.0,1.0,1.0,1.0,0.01068878173828125,0.7,chembl
cms_minhash_lsh,protein_class_synonyms.csv,protein_class_id,high,1.0,1.0,1.0,1.0,0.00020575523376464844,0.7,chembl
cms,products.csv,innovator_company,high,1.0,1.0,1.0,1.0,6.361193895339966,0.7,chembl
cms_sampling,products.csv,innovator_company,high,1.0,1.0,1.0,1.0,3.162921905517578,0.7,chembl
cms_earlystopping,products.csv,innovator_company,high,1.0,1.0,1.0,1.0,0.4565420150756836,0.7,chembl
cms_minhash,products.csv,innovator_company,high,1.0,1.0,1.0,1.0,0.010508060455322266,0.7,chembl
cms_minhash_lsh,products.csv,innovator_company,high,1.0,1.0,1.0,1.0,0.00020503997802734375,0.7,chembl
cms,biotherapeutics.csv,helm_notation,high,0.9963302752293578,0.3333333333333333,1.0,0.5,6.332575559616089,0.7,chembl
cms_sampling,biotherapeutics.csv,helm_notation,high,0.9963302752293578,0.3333333333333333,1.0,0.5,3.1341347694396973,0.7,chembl
cms_earlystopping,biotherapeutics.csv,helm_notation,high,0.9963302752293578,0.3333333333333333,1.0,0.5,1.755126714706421,0.7,chembl
cms_minhash,biotherapeutics.csv,helm_notation,high,0.9963302752293578,0.3333333333333333,1.0,0.5,0.010539054870605469,0.7,chembl
cms_minhash_lsh,biotherapeutics.csv,helm_notation,high,0.9963302752293578,0.3333333333333333,1.0,0.5,0.0009617805480957031,0.7,chembl
cms,molecule_dictionary.csv,first_approval,high,1.0,1.0,1.0,1.0,6.338454246520996,0.7,chembl
cms_sampling,molecule_dictionary.csv,first_approval,high,1.0,1.0,1.0,1.0,3.1374576091766357,0.7,chembl
cms_earlystopping,molecule_dictionary.csv,first_approval,high,1.0,1.0,1.0,1.0,0.3489649295806885,0.7,chembl
cms_minhash,molecule_dictionary.csv,first_approval,high,1.0,1.0,1.0,1.0,0.009141921997070312,0.7,chembl
cms_minhash_lsh,molecule_dictionary.csv,first_approval,high,1.0,1.0,1.0,1.0,0.0002181529998779297,0.7,chembl
cms,products.csv,route,high,1.0,1.0,1.0,1.0,6.414562702178955,0.7,chembl
cms_sampling,products.csv,route,high,1.0,1.0,1.0,1.0,3.1797471046447754,0.7,chembl
cms_earlystopping,products.csv,route,high,1.0,1.0,1.0,1.0,0.327115535736084,0.7,chembl
cms_minhash,products.csv,route,high,1.0,1.0,1.0,1.0,0.010198116302490234,0.7,chembl
cms_minhash_lsh,products.csv,route,high,1.0,1.0,1.0,1.0,0.00020170211791992188,0.7,chembl
cms,molecule_irac_classification.csv,mol_irac_id,low,1.0,1.0,1.0,1.0,6.363965034484863,0.7,chembl
cms_sampling,molecule_irac_classification.csv,mol_irac_id,low,1.0,1.0,1.0,1.0,3.137180805206299,0.7,chembl
cms_earlystopping,molecule_irac_classification.csv,mol_irac_id,low,1.0,1.0,1.0,1.0,0.5881078243255615,0.7,chembl
cms_minhash,molecule_irac_classification.csv,mol_irac_id,low,1.0,1.0,1.0,1.0,0.008725881576538086,0.7,chembl
cms_minhash_lsh,molecule_irac_classification.csv,mol_irac_id,low,1.0,1.0,1.0,1.0,0.0004000663757324219,0.7,chembl
cms,molecule_frac_classification.csv,mol_frac_id,low,1.0,1.0,1.0,1.0,6.343220472335815,0.7,chembl
cms_sampling,molecule_frac_classification.csv,mol_frac_id,low,1.0,1.0,1.0,1.0,3.1285312175750732,0.7,chembl
cms_earlystopping,molecule_frac_classification.csv,mol_frac_id,low,1.0,1.0,1.0,1.0,0.5705406665802002,0.7,chembl
cms_minhash,molecule_frac_classification.csv,mol_frac_id,low,0.998165137614679,1.0,0.75,0.8571428571428571,0.008554458618164062,0.7,chembl
cms_minhash_lsh,molecule_frac_classification.csv,mol_frac_id,low,0.998165137614679,1.0,0.75,0.8571428571428571,0.000392913818359375,0.7,chembl
cms,hrac_classification.csv,hrac_class_id,low,1.0,1.0,1.0,1.0,6.3638904094696045,0.7,chembl
cms_sampling,hrac_classification.csv,hrac_class_id,low,1.0,1.0,1.0,1.0,3.1391103267669678,0.7,chembl
cms_earlystopping,hrac_classification.csv,hrac_class_id,low,1.0,1.0,1.0,1.0,0.6299254894256592,0.7,chembl
cms_minhash,hrac_classification.csv,hrac_class_id,low,1.0,1.0,1.0,1.0,0.008878946304321289,0.7,chembl
cms_minhash_lsh,hrac_classification.csv,hrac_class_id,low,1.0,1.0,1.0,1.0,0.0004062652587890625,0.7,chembl
cms,activity_stds_lookup.csv,std_act_id,low,1.0,1.0,1.0,1.0,6.385250568389893,0.7,chembl
cms_sampling,activity_stds_lookup.csv,std_act_id,low,1.0,1.0,1.0,1.0,3.1388485431671143,0.7,chembl
cms_earlystopping,activity_stds_lookup.csv,std_act_id,low,1.0,1.0,1.0,1.0,0.5661804676055908,0.7,chembl
cms_minhash,activity_stds_lookup.csv,std_act_id,low,1.0,1.0,1.0,1.0,0.008549213409423828,0.7,chembl
cms_minhash_lsh,activity_stds_lookup.csv,std_act_id,low,1.0,1.0,1.0,1.0,0.00039649009704589844,0.7,chembl
cms,irac_classification.csv,irac_class_id,low,1.0,1.0,1.0,1.0,6.354452133178711,0.7,chembl
cms_sampling,irac_classification.csv,irac_class_id,low,0.998165137614679,0.8333333333333334,1.0,0.9090909090909091,3.1333656311035156,0.7,chembl
cms_earlystopping,irac_classification.csv,irac_class_id,low,1.0,1.0,1.0,1.0,0.678891658782959,0.7,chembl
cms_minhash,irac_classification.csv,irac_class_id,low,0.9963302752293578,0.8,0.8,0.8000000000000002,0.008661985397338867,0.7,chembl
cms_minhash_lsh,irac_classification.csv,irac_class_id,low,0.9963302752293578,0.8,0.8,0.8000000000000002,0.0004181861877441406,0.7,chembl
cms,molecule_hrac_classification.csv,mol_hrac_id,low,1.0,1.0,1.0,1.0,6.4162163734436035,0.7,chembl
cms_sampling,molecule_hrac_classification.csv,mol_hrac_id,low,1.0,1.0,1.0,1.0,3.1755306720733643,0.7,chembl
cms_earlystopping,molecule_hrac_classification.csv,mol_hrac_id,low,1.0,1.0,1.0,1.0,0.6196730136871338,0.7,chembl
cms_minhash,molecule_hrac_classification.csv,mol_hrac_id,low,0.998165137614679,1.0,0.8333333333333334,0.9090909090909091,0.008916616439819336,0.7,chembl
cms_minhash_lsh,molecule_hrac_classification.csv,mol_hrac_id,low,0.998165137614679,1.0,0.8333333333333334,0.9090909090909091,0.0003993511199951172,0.7,chembl
cms,research_stem.csv,res_stem_id,low,1.0,1.0,1.0,1.0,6.357822895050049,0.7,chembl
cms_sampling,research_stem.csv,res_stem_id,low,1.0,1.0,1.0,1.0,3.1436517238616943,0.7,chembl
cms_earlystopping,research_stem.csv,res_stem_id,low,1.0,1.0,1.0,1.0,1.329686164855957,0.7,chembl
cms_minhash,research_stem.csv,res_stem_id,low,1.0,1.0,1.0,1.0,0.00919485092163086,0.7,chembl
cms_minhash_lsh,research_stem.csv,res_stem_id,low,1.0,1.0,1.0,1.0,0.0004177093505859375,0.7,chembl
cms,research_companies.csv,co_stem_id,low,1.0,1.0,1.0,1.0,6.384790897369385,0.7,chembl
cms_sampling,research_companies.csv,co_stem_id,low,1.0,1.0,1.0,1.0,3.156560182571411,0.7,chembl
cms_earlystopping,research_companies.csv,co_stem_id,low,1.0,1.0,1.0,1.0,1.4471604824066162,0.7,chembl
cms_minhash,research_companies.csv,co_stem_id,low,1.0,1.0,1.0,1.0,0.009603500366210938,0.7,chembl
cms_minhash_lsh,research_companies.csv,co_stem_id,low,1.0,1.0,1.0,1.0,0.0003387928009033203,0.7,chembl
cms,drug_mechanism.csv,direct_interaction,low,1.0,1.0,1.0,1.0,6.339103937149048,0.7,chembl
cms_sampling,drug_mechanism.csv,direct_interaction,low,1.0,1.0,1.0,1.0,3.1405742168426514,0.7,chembl
cms_earlystopping,drug_mechanism.csv,direct_interaction,low,1.0,1.0,1.0,1.0,0.4288020133972168,0.7,chembl
cms_minhash,drug_mechanism.csv,direct_interaction,low,1.0,1.0,1.0,1.0,0.010396480560302734,0.7,chembl
cms_minhash_lsh,drug_mechanism.csv,direct_interaction,low,1.0,1.0,1.0,1.0,0.00028133392333984375,0.7,chembl
cms,drug_mechanism.csv,molecular_mechanism,low,1.0,1.0,1.0,1.0,6.360660076141357,0.7,chembl
cms_sampling,drug_mechanism.csv,molecular_mechanism,low,1.0,1.0,1.0,1.0,3.159715414047241,0.7,chembl
cms_earlystopping,drug_mechanism.csv,molecular_mechanism,low,1.0,1.0,1.0,1.0,0.43039584159851074,0.7,chembl
cms_minhash,drug_mechanism.csv,molecular_mechanism,low,1.0,1.0,1.0,1.0,0.010636568069458008,0.7,chembl
cms_minhash_lsh,drug_mechanism.csv,molecular_mechanism,low,1.0,1.0,1.0,1.0,0.00027680397033691406,0.7,chembl
cms,assay_classification.csv,assay_class_id,low,1.0,1.0,1.0,1.0,6.368045330047607,0.7,chembl
cms_sampling,assay_classification.csv,assay_class_id,low,1.0,1.0,1.0,1.0,3.1479432582855225,0.7,chembl
cms_earlystopping,assay_classification.csv,assay_class_id,low,1.0,1.0,1.0,1.0,1.3109591007232666,0.7,chembl
cms_minhash,assay_classification.csv,assay_class_id,low,1.0,1.0,1.0,1.0,0.00903630256652832,0.7,chembl
cms_minhash_lsh,assay_classification.csv,assay_class_id,low,1.0,1.0,1.0,1.0,0.0004334449768066406,0.7,chembl
cms,target_components.csv,homologue,low,1.0,1.0,1.0,1.0,6.3554816246032715,0.7,chembl
cms_sampling,target_components.csv,homologue,low,1.0,1.0,1.0,1.0,3.1539156436920166,0.7,chembl
cms_earlystopping,target_components.csv,homologue,low,1.0,1.0,1.0,1.0,0.4211006164550781,0.7,chembl
cms_minhash,target_components.csv,homologue,low,1.0,1.0,1.0,1.0,0.011600255966186523,0.7,chembl
cms_minhash_lsh,target_components.csv,homologue,low,1.0,1.0,1.0,1.0,0.0002923011779785156,0.7,chembl
cms,product_patents.csv,delist_flag,low,1.0,1.0,1.0,1.0,6.346881628036499,0.7,chembl
cms_sampling,product_patents.csv,delist_flag,low,0.998165137614679,1.0,0.75,0.8571428571428571,3.143897294998169,0.7,chembl
cms_earlystopping,product_patents.csv,delist_flag,low,1.0,1.0,1.0,1.0,0.4177849292755127,0.7,chembl
cms_minhash,product_patents.csv,delist_flag,low,1.0,1.0,1.0,1.0,0.010371923446655273,0.7,chembl
cms_minhash_lsh,product_patents.csv,delist_flag,low,1.0,1.0,1.0,1.0,0.00027370452880859375,0.7,chembl
cms,product_patents.csv,drug_substance_flag,low,1.0,1.0,1.0,1.0,6.370627164840698,0.7,chembl
cms_sampling,product_patents.csv,drug_substance_flag,low,0.998165137614679,1.0,0.75,0.8571428571428571,3.1684560775756836,0.7,chembl
cms_earlystopping,product_patents.csv,drug_substance_flag,low,1.0,1.0,1.0,1.0,0.4543306827545166,0.7,chembl
cms_minhash,product_patents.csv,drug_substance_flag,low,1.0,1.0,1.0,1.0,0.011092185974121094,0.7,chembl
cms_minhash_lsh,product_patents.csv,drug_substance_flag,low,1.0,1.0,1.0,1.0,0.0003139972686767578,0.7,chembl
cms,assays.csv,assay_group,low,1.0,1.0,1.0,1.0,6.324572801589966,0.7,chembl
cms_sampling,assays.csv,assay_group,low,1.0,1.0,1.0,1.0,3.136181592941284,0.7,chembl
cms_earlystopping,assays.csv,assay_group,low,1.0,1.0,1.0,1.0,0.32355475425720215,0.7,chembl
cms_minhash,assays.csv,assay_group,low,1.0,1.0,1.0,1.0,0.008502483367919922,0.7,chembl
cms_minhash_lsh,assays.csv,assay_group,low,1.0,1.0,1.0,1.0,0.0001823902130126953,0.7,chembl
