query_file,query_column,query_selectivity,lsh_25,lsh_50,lsh_75,lsh_100,search_25,search_50,search_75,search_100,number_of_columns_25,number_of_columns_50,number_of_columns_75,number_of_columns_100,dataset
protein_class_synonyms.csv,protein_class_id,high,0.0001785755157470703,0.00019931793212890625,0.00020837783813476562,0.00020384788513183594,2.288818359375e-05,2.4318695068359375e-05,2.3126602172851562e-05,2.288818359375e-05,125,270,409,545,chembl
biotherapeutics.csv,helm_notation,high,0.00017499923706054688,0.0001926422119140625,0.0001976490020751953,0.00021457672119140625,0.00023794174194335938,0.0004425048828125,0.0005526542663574219,0.0008084774017333984,133,275,405,545,chembl
products.csv,innovator_company,high,0.0001804828643798828,0.0001862049102783203,0.00018858909606933594,0.000194549560546875,0,0,0,2.6702880859375e-05,147,275,421,545,chembl
molecule_dictionary.csv,first_approval,high,0.0001583099365234375,0.00016951560974121094,0.00016546249389648438,0.00017309188842773438,2.1219253540039062e-05,2.193450927734375e-05,2.1457672119140625e-05,4.124641418457031e-05,128,283,417,545,chembl
products.csv,route,high,0.000171661376953125,0.00017762184143066406,0.0002758502960205078,0.00019478797912597656,2.3603439331054688e-05,2.2411346435546875e-05,3.528594970703125e-05,2.288818359375e-05,137,287,406,545,chembl
hrac_classification.csv,hrac_class_id,low,0.0001652240753173828,0.0001895427703857422,0.0001895427703857422,0.000194549560546875,4.482269287109375e-05,0.00010776519775390625,0.00010943412780761719,0.00021648406982421875,134,298,402,545,chembl
irac_classification.csv,irac_class_id,low,0.00017261505126953125,0.000186920166015625,0.0002086162567138672,0.00021219253540039062,6.4849853515625e-05,0.00014662742614746094,0.00015664100646972656,0.00020694732666015625,133,256,392,545,chembl
molecule_irac_classification.csv,mol_irac_id,low,0.0001819133758544922,0.0002090930938720703,0.00021195411682128906,0.0002193450927734375,2.2649765014648438e-05,7.128715515136719e-05,0.0001461505889892578,0.00021386146545410156,143,261,419,545,chembl
molecule_frac_classification.csv,mol_frac_id,low,0.0001544952392578125,0.00020265579223632812,0.00019598007202148438,0.00021767616271972656,0,0.00016760826110839844,0.0001850128173828125,0.00020551681518554688,136,278,420,545,chembl
activity_stds_lookup.csv,std_act_id,low,0.0001728534698486328,0.0001888275146484375,0.0001976490020751953,0.0001971721649169922,4.410743713378906e-05,6.67572021484375e-05,0.00016832351684570312,0.00020456314086914062,125,287,388,545,chembl
molecule_hrac_classification.csv,mol_hrac_id,low,0.00017905235290527344,0.00020623207092285156,0.00022459030151367188,0.00021314620971679688,6.67572021484375e-05,0.00014019012451171875,0.00015497207641601562,0.0002124309539794922,135,253,425,545,chembl
research_stem.csv,res_stem_id,low,0.00018739700317382812,0.00020623207092285156,0.00019884109497070312,0.00021791458129882812,8.273124694824219e-05,0.00018334388732910156,0.0001468658447265625,0.0002455711364746094,131,272,412,545,chembl
research_companies.csv,co_stem_id,low,0.00018453598022460938,0.00021505355834960938,0.00021457672119140625,0.00022530555725097656,4.506111145019531e-05,0.00011014938354492188,0.00013065338134765625,0.0001533031463623047,145,287,400,545,chembl
assay_classification.csv,assay_class_id,low,0.0001690387725830078,0.00018596649169921875,0.00020623207092285156,0.00026035308837890625,4.7206878662109375e-05,0.00016641616821289062,0.0002295970916748047,0.0002474784851074219,134,298,416,545,chembl
drug_mechanism.csv,molecular_mechanism,low,0.00016832351684570312,0.0001933574676513672,0.00020384788513183594,0.00019121170043945312,0,2.5272369384765625e-05,4.649162292480469e-05,8.535385131835938e-05,128,270,392,545,chembl
drug_mechanism.csv,direct_interaction,low,0.0001735687255859375,0.000194549560546875,0.000202178955078125,0.00019884109497070312,0,2.4318695068359375e-05,8.535385131835938e-05,8.559226989746094e-05,129,276,396,545,chembl
target_components.csv,homologue,low,0.00017452239990234375,0.00019884109497070312,0.00022077560424804688,0.0002257823944091797,0,6.723403930664062e-05,0.00010776519775390625,0.00010800361633300781,145,252,412,545,chembl
product_patents.csv,drug_substance_flag,low,0.00017976760864257812,0.00020241737365722656,0.00020074844360351562,0.00019860267639160156,2.5033950805664062e-05,4.601478576660156e-05,0.00011229515075683594,0.0001087188720703125,135,257,417,545,chembl
product_patents.csv,delist_flag,low,0.0001876354217529297,0.00019741058349609375,0.0002117156982421875,0.00021004676818847656,2.384185791015625e-05,4.7206878662109375e-05,8.749961853027344e-05,8.797645568847656e-05,144,267,408,545,chembl
assays.csv,assay_group,low,0.00017142295837402344,0.0001652240753173828,0.0001747608184814453,0.0001742839813232422,2.3603439331054688e-05,0,0,2.4318695068359375e-05,133,262,401,545,chembl
